place_id,name,lat,lng,rating,review_count,phone,website,google_category,address_street,city_field,province_en,google_maps_url,dbd_reg_no,dbd_legal_name,dbd_capital_thb,dbd_registered_date,dbd_tsic_code,dbd_purpose,dbd_address,dbd_match_score,dbd_is_dissolved,yp_biz_id,yp_sub_category,yp_description,yp_website,yp_match_score,yp_category_file,is_halal_certified,halal_brand_matched,halal_match_score,estate_name,years_in_business,trust_score,data_sources,source_gongdan,source_supplier,source_discovered,hex_id,discovered_query,estate_slug,b2b_score,is_consumer,reviews_scraped_count,avg_scraped_rating,top_review_text,reviews_concat,reviews_json,photos_count,top_photo_url,photo_urls_concat,photo_urls_json
ChIJfQ1IGABBHTERBciATTzBoNs,SILKROAD THAI,,,5.0,2.0,+66 2 130 0605,http://www.silkroadthai.co.th/,Manufacturer,Asia Industrial Estate,Bang Bo District,Samut Prakan,https://www.google.com/maps/search/?api=1&query=SILKROAD%20THAI&query_place_id=ChIJfQ1IGABBHTERBciATTzBoNs,,,,,,,,,,,,,,,,,,,unknown_en,0,5.493,gongdan,True,,,,,unknown-en,8.3,False,,,,,,,,,
ChIJ2-w8BgBBHTERb-77abxHlRA,"บริษัท ดูร่า บูล สเทนซิล จำกัด DURA BULL STENCIL CO.,LTD",,,5.0,2.0,,,Manufacturer,MW76+CJG Asia Industrial Estate,Bang Bo District,Samut Prakan,https://www.google.com/maps/search/?api=1&query=%E0%B8%9A%E0%B8%A3%E0%B8%B4%E0%B8%A9%E0%B8%B1%E0%B8%97%20%E0%B8%94%E0%B8%B9%E0%B8%A3%E0%B9%88%E0%B8%B2%20%E0%B8%9A%E0%B8%B9%E0%B8%A5%20%E0%B8%AA%E0%B9%80%E0%B8%97%E0%B8%99%E0%B8%8B%E0%B8%B4%E0%B8%A5%20%E0%B8%88%E0%B8%B3%E0%B8%81%E0%B8%B1%E0%B8%94%20DURA%20BULL%20STENCIL%20CO.%2CLTD&query_place_id=ChIJ2-w8BgBBHTERb-77abxHlRA,,,,,,,,,,,,,,,,,,,unknown_en,0,5.493,gongdan,True,,,,,unknown-en,8.3,False,,,,,,,,,
ChIJl0eFWRMxHTERpDnNdYUcSGI,"Nankai Express(Thailand)Co.,Ltd.",,,5.0,2.0,+66 38 199 650,,Warehouse,700/1056 M.9 Amata City Industrial Estate T. Mabpong A,Phan Thong District,Chon Buri,https://www.google.com/maps/search/?api=1&query=Nankai%20Express(Thailand)Co.%2CLtd.&query_place_id=ChIJl0eFWRMxHTERpDnNdYUcSGI,,,,,,,,,,,,,,,,,,,unknown_en,0,5.493,gongdan,True,,,,,unknown-en,8.3,False,,,,,,,,,
ChIJBaKiuf1YHTER_0gdTTuWv2o,"Taiyo Fastener (Thailand) Co., Ltd.",,,5.0,2.0,+66 2 709 6770,,Manufacturer,"854 Bangpoo Industrial Estate, Soi 11, Moo 4, Praksa,, Amphur Muang",Mueang Samut Prakan District,Samut Prakan,https://www.google.com/maps/search/?api=1&query=Taiyo%20Fastener%20(Thailand)%20Co.%2C%20Ltd.&query_place_id=ChIJBaKiuf1YHTER_0gdTTuWv2o,,,,,,,,,,,,,,,,,,,unknown_en,0,5.493,gongdan,True,,,,,unknown-en,8.3,False,,,,,,,,,
ChIJ9fhEawDFAjERtXGRaAZ4dRI,Thai Daerim Precision Limited Factory2,,,5.0,2.0,,,Manufacturer,WHA Industrial Estate 1 41/41,Srira,Chon Buri,https://www.google.com/maps/search/?api=1&query=Thai%20Daerim%20Precision%20Limited%20Factory2&query_place_id=ChIJ9fhEawDFAjERtXGRaAZ4dRI,,,,,,,,,,,,,,,,,,,unknown_en,0,5.493,gongdan,True,,,,,unknown-en,8.3,False,,,,,,,,,
ChIJEZLWSfY2HTERq8-vQc9qIpE,"M-แซท 1 (Thailand) Co., Ltd.",,,5.0,2.0,+66 38 214 947,,Manufacturer,"700/426 Bangplee Industrial Estate, General, Moo 7, Processing Zone, Don Hua Lo, Muang Chonburi, Chonburi, 20000; Thailand",Chon Buri District,Chon Buri,https://www.google.com/maps/search/?api=1&query=M-%E0%B9%81%E0%B8%8B%E0%B8%97%201%20(Thailand)%20Co.%2C%20Ltd.&query_place_id=ChIJEZLWSfY2HTERq8-vQc9qIpE,,,,,,,,,,,,,,,,,,,unknown_en,0,5.493,gongdan,True,,,,,unknown-en,8.3,False,,,,,,,,,
ChIJjZxPZQBBHTERfcPE2oP84uc,Linfox Warehouse 2024 Limited (Linfox AIES),,,5.0,2.0,,,Warehouse,Asia Industrial Estate (Suvarnabhumi,Bang Bo District,Samut Prakan,https://www.google.com/maps/search/?api=1&query=Linfox%20Warehouse%202024%20Limited%20(Linfox%20AIES)&query_place_id=ChIJjZxPZQBBHTERfcPE2oP84uc,,,,,,,,,,,,,,,,,,,unknown_en,0,5.493,gongdan,True,,,,,unknown-en,8.3,False,,,,,,,,,
ChIJm3LYStnHAjERuEiEqyCVBIk,WHA Mega Logistics Center Leamchabang,,,5.0,2.0,,http://www.wha-group.com/,Warehouse,"13°07'01. 101°00'32., 5""E 3",Khlong Toei,Bangkok,https://www.google.com/maps/search/?api=1&query=WHA%20Mega%20Logistics%20Center%20Leamchabang&query_place_id=ChIJm3LYStnHAjERuEiEqyCVBIk,,,,,,,,,,,,,,,,,,,WHA,0,5.493,gongdan,True,,,,,wha,8.3,False,,,,,,,,,
ChIJc3KJ5vDpAjERpkwag00MnbU,"FAVORED NEW MATERIAL TECHNOLOGY(THAILAND)CO.,LTD",,,5.0,2.0,+66 38 224 545,http://www.top-ranking.com.cn/,Manufacturer,"Pinthong Industrial Estate 4 นิคมอุตสาหกรรมปิ่นทอง4,180/4 ม.6,ต.บึง อ.ศรีราชา จ.ชลบุรี :",Sriracha,Chonburi:,https://www.google.com/maps/search/?api=1&query=FAVORED%20NEW%20MATERIAL%20TECHNOLOGY(THAILAND)CO.%2CLTD&query_place_id=ChIJc3KJ5vDpAjERpkwag00MnbU,,,,,,,,,,,,,,,,,,,ปิ่นทอง4,0,5.493,gongdan,True,,,,,4,8.3,False,,,,,,,,,
ChIJq5gWc8QwHTERVEwGjBg-HlI,WHA Mega Logistics Center Panthong,,,5.0,2.0,,http://www.wha-group.com/,Warehouse,700/865 Bangna-Trad Rd,Phan Thong District,Chon Buri,https://www.google.com/maps/search/?api=1&query=WHA%20Mega%20Logistics%20Center%20Panthong&query_place_id=ChIJq5gWc8QwHTERVEwGjBg-HlI,,,,,,,,,,,,,,,,,,,WHA,0,5.493,gongdan,True,,,,,wha,8.3,False,,,,,,,,,
ChIJrXK7Qgp_4jARy4lqLYkLx2Q,NMB-Minebea Thai Ltd. (Navanakorn Factory),,,5.0,2.0,+66 2 529 4930,http://minebea.co.th/th/plants/navanakorn/,Manufacturer,3 Klongnueng 60/118 Navanakorn Industrial Estate Zone Phahonyothin Rd,Khlong Luang District,Pathum Thani,https://www.google.com/maps/search/?api=1&query=NMB-Minebea%20Thai%20Ltd.%20(Navanakorn%20Factory)&query_place_id=ChIJrXK7Qgp_4jARy4lqLYkLx2Q,,,,,,,,,,,,,,,,,,,unknown_en,0,5.493,gongdan,True,,,,,unknown-en,8.3,False,,,,,,,,,
ChIJuwym-UWh4jAReg8rgqAroas,PTH WAREHOUSE (สำโรง1),,,4.0,8.0,+66 2 173 7212,http://www.pthwarehouse.com/,Warehouse,Old railway road,Mueang Samut Prakan District,Samut Prakan,https://www.google.com/maps/search/?api=1&query=PTH%20WAREHOUSE%20(%E0%B8%AA%E0%B8%B3%E0%B9%82%E0%B8%A3%E0%B8%871)&query_place_id=ChIJuwym-UWh4jAReg8rgqAroas,,,,,,,,,,,,,,,,,,,,0,8.789,gongdan,True,,,,,,8.27,False,,,,,,,,,
ChIJMxp021RYHTERjkXO-puRFeI,Biolab Company Limited,,,4.2,11.0,+66 2 709 3121,http://www.biolab.co.th/,Pharmaceutical company,625 Moo4 BangPoo Industrial Estate Soi 7 A,Mueang Samut Prakan District,Samut Prakan,https://www.google.com/maps/search/?api=1&query=Biolab%20Company%20Limited&query_place_id=ChIJMxp021RYHTERjkXO-puRFeI,,,,,,,,,,,,,,,,,,,unknown_en,0,10.437,gongdan,True,,,,,unknown-en,8.26,False,,,,,,,,,
ChIJLdyfjl_FAjERbo6kYhBnxLM,คลังกระจายสินค้าแฟลช บ่อวิน,,,1.9,168.0,,,Warehouse,276 874,อำเภอ บ่อวิน,Chon Buri,https://www.google.com/maps/search/?api=1&query=%E0%B8%84%E0%B8%A5%E0%B8%B1%E0%B8%87%E0%B8%81%E0%B8%A3%E0%B8%B0%E0%B8%88%E0%B8%B2%E0%B8%A2%E0%B8%AA%E0%B8%B4%E0%B8%99%E0%B8%84%E0%B9%89%E0%B8%B2%E0%B9%81%E0%B8%9F%E0%B8%A5%E0%B8%8A%20%E0%B8%9A%E0%B9%88%E0%B8%AD%E0%B8%A7%E0%B8%B4%E0%B8%99&query_place_id=ChIJLdyfjl_FAjERbo6kYhBnxLM,,,,,,,,,,,,,,,,,,,,0,9.747,gongdan,True,,,,,,8.25,False,,,,,,,,,
ChIJ26FX3QHG4jARMQLqEuLs9so,"Phatthana Frozen Food Co.,ltd",,,4.1,27.0,+66 34 839 425,,Corporate office,24,Mueang Samut Sakhon District,Samut Sakhon,https://www.google.com/maps/search/?api=1&query=Phatthana%20Frozen%20Food%20Co.%2Cltd&query_place_id=ChIJ26FX3QHG4jARMQLqEuLs9so,,,,,,,,,,,,,,,,,,,,0,13.662,gongdan,True,,,,,,8.2,False,,,,,,,,,
ChIJH859j9C74jARmR8QFz2jXv4,"Narula Nonwoven Co., Ltd.",,,4.3,23.0,+66 90 916 8555,http://www.narula.co.th/,Packaging company,55/5 หมู่2,อำเภอเมือง,Samut Sakhon,https://www.google.com/maps/search/?api=1&query=Narula%20Nonwoven%20Co.%2C%20Ltd.&query_place_id=ChIJH859j9C74jARmR8QFz2jXv4,,,,,,,,,,,,,,,,,,,,0,13.666,gongdan,True,,,,,,8.2,False,,,,,,,,,
ChIJA0M1mWN9HTERO88lYouEC_M,"Lamlukka Ice Plant Co., Ltd.",,,4.8,5.0,+66 2 533 2929,,Manufacturer,WMJ9+G3C,Lam Luk Ka District,Pathum Thani,https://www.google.com/maps/search/?api=1&query=Lamlukka%20Ice%20Plant%20Co.%2C%20Ltd.&query_place_id=ChIJA0M1mWN9HTERO88lYouEC_M,,,,,,,,,,,,,,,,,,,,0,8.6,gongdan,True,,,,,,8.16,False,,,,,,,,,
ChIJvfsiXoe2AjERYg6EGLlgv5w,Pramong Fish Sauce Factory Chon Buri,,,4.8,16.0,+66 94 878 2263,,Fish store,6W5P+F28,Si Racha District,Chon Buri,https://www.google.com/maps/search/?api=1&query=Pramong%20Fish%20Sauce%20Factory%20Chon%20Buri&query_place_id=ChIJvfsiXoe2AjERYg6EGLlgv5w,,,,,,,,,,,,,,,,,,,,0,13.599,gongdan,True,,,,,,8.16,False,,,,,,,,,
ChIJLZ-M19W9AjERyYivyqd7K2E,Luggage Delivery & Luggage Storage by AIRPORTELs,,,4.8,16.0,+66 2 026 6927,https://www.airportels.asia/branch/luggage-service-terminal-21-pattaya/,Luggage storage facility,"beside EVEANDBOY, Terminal 21 Pattaya G Floor, Paris",Bang Lamung District,Chon Buri,https://www.google.com/maps/search/?api=1&query=Luggage%20Delivery%20%26%20Luggage%20Storage%20by%20AIRPORTELs&query_place_id=ChIJLZ-M19W9AjERyYivyqd7K2E,,,,,,,,,,,,,,,,,,,,0,13.599,gongdan,True,,,,,,8.16,False,,,,,,,,,
ChIJVVVVVVVcHTERZELv4y9otII,บจก. แอล แอนด์ พี เทรดดิ้ง เซ็นเตอร์,,,4.8,5.0,+66 2 759 9548,http://www.lptrade.co.th/,Office supply wholesaler,1/182 หมู่ 7 หมู่บ้านสุภาวัลย์ ถ. ศรีนครินทร์,Mueang Samut Prakan District,Samut Prakan,https://www.google.com/maps/search/?api=1&query=%E0%B8%9A%E0%B8%88%E0%B8%81.%20%E0%B9%81%E0%B8%AD%E0%B8%A5%20%E0%B9%81%E0%B8%AD%E0%B8%99%E0%B8%94%E0%B9%8C%20%E0%B8%9E%E0%B8%B5%20%E0%B9%80%E0%B8%97%E0%B8%A3%E0%B8%94%E0%B8%94%E0%B8%B4%E0%B9%89%E0%B8%87%20%E0%B9%80%E0%B8%8B%E0%B9%87%E0%B8%99%E0%B9%80%E0%B8%95%E0%B8%AD%E0%B8%A3%E0%B9%8C&query_place_id=ChIJVVVVVVVcHTERZELv4y9otII,,,,,,,,,,,,,,,,,,,,0,8.6,gongdan,True,,,,,,8.16,False,,,,,,,,,
ChIJn14wZ1HFAjER-mi2FfJt3d8,"JINSUNG T.E.C. (THAILAND) Co.,Ltd",,,4.8,5.0,,http://www.jinsungtec.com/,Manufacturer,35X6+JH9,Si Racha District,Chon Buri,https://www.google.com/maps/search/?api=1&query=JINSUNG%20T.E.C.%20(THAILAND)%20Co.%2CLtd&query_place_id=ChIJn14wZ1HFAjER-mi2FfJt3d8,,,,,,,,,,,,,,,,,,,,0,8.6,gongdan,True,,,,,,8.16,False,,,,,,,,,
ChIJj8OUcVa44jARAonhfCMh35M,"Southport Seafood Co.,LTD",,,4.8,5.0,+66 34 441 405,http://www.southportseafood.com/,Seafood wholesaler,"Moo 4,Nadi",Mueang Samut Sakhon District,Samut Sakhon,https://www.google.com/maps/search/?api=1&query=Southport%20Seafood%20Co.%2CLTD&query_place_id=ChIJj8OUcVa44jARAonhfCMh35M,,,,,,,,,,,,,,,,,,,,0,8.6,gongdan,True,,,,,,8.16,False,,,,,,,,,
ChIJ-7CbQcej4jARtzKU-Uaa62c,บริษัท เอ็กซ์ดี แพคเกจจิ้ง แมชชีนเนอรี่ (ประเทศไทย) จำกัด,,,4.9,15.0,+66 98 256 0566,,Corporate office,29 13 นาดี,Mueang Samut Sakhon District,Samut Sakhon,https://www.google.com/maps/search/?api=1&query=%E0%B8%9A%E0%B8%A3%E0%B8%B4%E0%B8%A9%E0%B8%B1%E0%B8%97%20%E0%B9%80%E0%B8%AD%E0%B9%87%E0%B8%81%E0%B8%8B%E0%B9%8C%E0%B8%94%E0%B8%B5%20%E0%B9%81%E0%B8%9E%E0%B8%84%E0%B9%80%E0%B8%81%E0%B8%88%E0%B8%88%E0%B8%B4%E0%B9%89%E0%B8%87%20%E0%B9%81%E0%B8%A1%E0%B8%8A%E0%B8%8A%E0%B8%B5%E0%B8%99%E0%B9%80%E0%B8%99%E0%B8%AD%E0%B8%A3%E0%B8%B5%E0%B9%88%20(%E0%B8%9B%E0%B8%A3%E0%B8%B0%E0%B9%80%E0%B8%97%E0%B8%A8%E0%B9%84%E0%B8%97%E0%B8%A2)%20%E0%B8%88%E0%B8%B3%E0%B8%81%E0%B8%B1%E0%B8%94&query_place_id=ChIJ-7CbQcej4jARtzKU-Uaa62c,,,,,,,,,,,,,,,,,,,,0,13.586,gongdan,True,,,,,,8.15,False,,,,,,,,,
ChIJx9VGUWZ4MgwROorwNjfJP_E,Munro Realty,,,5.0,14.0,+66 80 838 0814,https://www.munrorealty.com.au/,Property management company,413 34 Thappraya Rd,Bang Lamung District,Chon Buri,https://www.google.com/maps/search/?api=1&query=Munro%20Realty&query_place_id=ChIJx9VGUWZ4MgwROorwNjfJP_E,,,,,,,,,,,,,,,,,,,,0,13.54,gongdan,True,,,,,,8.12,False,,,,,,,,,
ChIJXTuxEiBbHTERFOutgT0UQR8,ST Bangbo Warehouse for rent,,,3.7,9.0,+66 2 260 1181,https://stpl.co.th/warehouse-factory-bangbo/,Warehouse,,Bang Bo District,Samut Prakan,https://www.google.com/maps/search/?api=1&query=ST%20Bangbo%20Warehouse%20for%20rent&query_place_id=ChIJXTuxEiBbHTERFOutgT0UQR8,,,,,,,,,,,,,,,,,,,,0,8.52,gongdan,True,,,,,,8.11,False,,,,,,,,,
ChIJq1ypjKbH4jARCOWYoClYWfk,บริษัท นารายณ์แพคเก็จจิ้ง (ไทยแลนด์) จำกัด,,,3.7,9.0,+66 34 490 158,,Manufacturer,Nikom Samut Sakhon 12 Alley,Mueang Samut Sakhon District,Samut Sakhon,https://www.google.com/maps/search/?api=1&query=%E0%B8%9A%E0%B8%A3%E0%B8%B4%E0%B8%A9%E0%B8%B1%E0%B8%97%20%E0%B8%99%E0%B8%B2%E0%B8%A3%E0%B8%B2%E0%B8%A2%E0%B8%93%E0%B9%8C%E0%B9%81%E0%B8%9E%E0%B8%84%E0%B9%80%E0%B8%81%E0%B9%87%E0%B8%88%E0%B8%88%E0%B8%B4%E0%B9%89%E0%B8%87%20(%E0%B9%84%E0%B8%97%E0%B8%A2%E0%B9%81%E0%B8%A5%E0%B8%99%E0%B8%94%E0%B9%8C)%20%E0%B8%88%E0%B8%B3%E0%B8%81%E0%B8%B1%E0%B8%94&query_place_id=ChIJq1ypjKbH4jARCOWYoClYWfk,,,,,,,,,,,,,,,,,,,,0,8.52,gongdan,True,,,,,,8.11,False,,,,,,,,,
ChIJlf6hUlu_4jARroHVHnQyZE0,"บริษัท แอล.บี.เอ็ม. จำกัด (L.B.M. Co., Ltd.)",,,4.3,22.0,+66 34 878 670,http://www.lbm.co.th/,Packaging company,"หมู่ที่ 5, 9 19-21 ซ. คลองมะเดื่อ 17 (กม.12)",Krathum Baen District,Samut Sakhon,https://www.google.com/maps/search/?api=1&query=%E0%B8%9A%E0%B8%A3%E0%B8%B4%E0%B8%A9%E0%B8%B1%E0%B8%97%20%E0%B9%81%E0%B8%AD%E0%B8%A5.%E0%B8%9A%E0%B8%B5.%E0%B9%80%E0%B8%AD%E0%B9%87%E0%B8%A1.%20%E0%B8%88%E0%B8%B3%E0%B8%81%E0%B8%B1%E0%B8%94%20(L.B.M.%20Co.%2C%20Ltd.)&query_place_id=ChIJlf6hUlu_4jARroHVHnQyZE0,,,,,,,,,,,,,,,,,,,,0,13.483,gongdan,True,,,,,,8.09,False,,,,,,,,,
ChIJASA9fPA2HTERhi2aM24wFlw,Feltech Manufacturing Company Limited,,,4.5,19.0,+66 38 458 770,http://www.feltech.co.th/,Corporate office,700 377,Chon Buri District,Chon Buri,https://www.google.com/maps/search/?api=1&query=Feltech%20Manufacturing%20Company%20Limited&query_place_id=ChIJASA9fPA2HTERhi2aM24wFlw,,,,,,,,,,,,,,,,,,,,0,13.481,gongdan,True,,,,,,8.09,False,,,,,,,,,
ChIJTe8mh1V-HTERabSPlar_bJc,Kansai Felt Thailand,,,3.7,3.0,+66 2 529 1907,http://www.kansaifelt.com/eng/,Manufacturer,"55/24 Moo 13, Navanakorn Industrial Estate Phahonyothin Road, Km.46,",Khlong Luang District,Pathum Thani,https://www.google.com/maps/search/?api=1&query=Kansai%20Felt%20Thailand&query_place_id=ChIJTe8mh1V-HTERabSPlar_bJc,,,,,,,,,,,,,,,,,,,unknown_en,0,5.129,gongdan,True,,,,,unknown-en,8.08,False,,,,,,,,,
ChIJX6rfxdU3HTER-gq8Vj4A69E,"MLOPTIC (Thailand) CO.,LTD.",,,3.7,3.0,+66 33 266 005,http://www.mloptic.com/,Optical products manufacturer,Industrial Estate 700/154 Moo1 Amatacity,Phan Thong District,Chon Buri,https://www.google.com/maps/search/?api=1&query=MLOPTIC%20(Thailand)%20CO.%2CLTD.&query_place_id=ChIJX6rfxdU3HTER-gq8Vj4A69E,,,,,,,,,,,,,,,,,,,unknown_en,0,5.129,gongdan,True,,,,,unknown-en,8.08,False,,,,,,,,,
ChIJseRxgjh_4jARq_qnbSMTBZk,Nava Nakorn Electricity Generating Company Limited,,,3.5,17.0,+66 2 024 8804,,Power station,4HJX+493,Khlong Luang District,Pathum Thani,https://www.google.com/maps/search/?api=1&query=Nava%20Nakorn%20Electricity%20Generating%20Company%20Limited&query_place_id=ChIJseRxgjh_4jARq_qnbSMTBZk,,,,,,,,,,,,,,,,,,,Nava Nakorn,0,10.116,gongdan,True,,,,,nava-nakorn,8.07,False,,,,,,,,,
ChIJ7WhDlFh_4jARydct9ighsHg,"Kitamura Painting (Thailand) Co., Ltd.",,,4.4,20.0,+66 2 909 6212,http://www.kip-s.co.jp/,,60 114 หมู่ที่ 19 Phahonyothin Rd,Khlong Luang District,Pathum Thani,https://www.google.com/maps/search/?api=1&query=Kitamura%20Painting%20(Thailand)%20Co.%2C%20Ltd.&query_place_id=ChIJ7WhDlFh_4jARydct9ighsHg,,,,,,,,,,,,,,,,,,,,0,13.396,gongdan,True,,,,,,8.04,False,,,,,,,,,
ChIJU9Bz3jx_4jARBgjxvWdqa1Q,Shin Etsu Magnetic Thailand (plant 2) ชินเอ็ดสุ แมกเนติกส์ โรงงาน2,,,4.4,20.0,+66 2 520 4293,,Metal workshop,56 26 ม.20,Khlong Luang District,Pathum Thani,https://www.google.com/maps/search/?api=1&query=Shin%20Etsu%20Magnetic%20Thailand%20(plant%202)%20%E0%B8%8A%E0%B8%B4%E0%B8%99%E0%B9%80%E0%B8%AD%E0%B9%87%E0%B8%94%E0%B8%AA%E0%B8%B8%20%E0%B9%81%E0%B8%A1%E0%B8%81%E0%B9%80%E0%B8%99%E0%B8%95%E0%B8%B4%E0%B8%81%E0%B8%AA%E0%B9%8C%20%E0%B9%82%E0%B8%A3%E0%B8%87%E0%B8%87%E0%B8%B2%E0%B8%992&query_place_id=ChIJU9Bz3jx_4jARBgjxvWdqa1Q,,,,,,,,,,,,,,,,,,,,0,13.396,gongdan,True,,,,,,8.04,False,,,,,,,,,
ChIJR5Q6j_-NAjER0fldLS9DpTM,ฺExpats Thailand,,,4.3,6.0,+66 82 076 5711,http://www.expatsthailand.com/,Industrial real estate agency,22 7,Bang Lamung District,Chon Buri,https://www.google.com/maps/search/?api=1&query=%E0%B8%BAExpats%20Thailand&query_place_id=ChIJR5Q6j_-NAjER0fldLS9DpTM,,,,,,,,,,,,,,,,,,,,0,8.367,gongdan,True,,,,,,8.02,False,,,,,,,,,
ChIJmcH5FyZbHTERwvlgIzAI3TI,LOGITEM BANGNA LOGISTICS CENTER,,,4.3,6.0,+66 2 136 6774 ext. 75,http://www.logitem.co.th/,Warehouse,HQG6+79G,Bang Phli District,Samut Prakan,https://www.google.com/maps/search/?api=1&query=LOGITEM%20BANGNA%20LOGISTICS%20CENTER&query_place_id=ChIJmcH5FyZbHTERwvlgIzAI3TI,,,,,,,,,,,,,,,,,,,,0,8.367,gongdan,True,,,,,,8.02,False,,,,,,,,,
ChIJsRNIoBR_4jARbwxi_l3Yc7Y,"UYEMURA (THAILAND) CO., LTD. (F4 PCB FACTORY)",,,4.3,6.0,+66 2 520 4472,https://www.uyemura.co.th/,Electronics manufacturer,102 3,Khlong Luang District,Pathum Thani,https://www.google.com/maps/search/?api=1&query=UYEMURA%20(THAILAND)%20CO.%2C%20LTD.%20(F4%20PCB%20FACTORY)&query_place_id=ChIJsRNIoBR_4jARbwxi_l3Yc7Y,,,,,,,,,,,,,,,,,,,,0,8.367,gongdan,True,,,,,,8.02,False,,,,,,,,,
ChIJD3xUQu254jARVKIR8fOneso,"MAP FOOD Co.,Ltd (Thailand)",,,4.2,23.0,+66 34 450 535,,Corporate office,98 หมู่2,Mueang Samut Sakhon District,Samut Sakhon,https://www.google.com/maps/search/?api=1&query=MAP%20FOOD%20Co.%2CLtd%20(Thailand)&query_place_id=ChIJD3xUQu254jARVKIR8fOneso,,,,,,,,,,,,,,,,,,,,0,13.348,gongdan,True,,,,,,8.01,False,,,,,,,,,
ChIJg2UkWeTI4jARLfuyKSzvWiw,"NPP Food Service Co.,Ltd.",,,4.0,7.0,+66 34 410 861,,Manufacturer,"Soi Sapsombun , Ban Bo , 74000 Mueang Samut Sakhon, Samut Sakhon",Mueang Samut Sakhon District,Samut Sakhon,https://www.google.com/maps/search/?api=1&query=NPP%20Food%20Service%20Co.%2CLtd.&query_place_id=ChIJg2UkWeTI4jARLfuyKSzvWiw,,,,,,,,,,,,,,,,,,,,0,8.318,gongdan,True,,,,,,7.99,False,,,,,,,,,
ChIJgck6f5fVHDERONLbtJCdNHI,DSG ADVANCED MATERIAL(THAILAND),,,4.0,7.0,+66 97 154 7468,http://www.dsgthai.com/,Glass manufacturer,888 ธาตุทอง,Bo Thong District,Chon Buri,https://www.google.com/maps/search/?api=1&query=DSG%20ADVANCED%20MATERIAL(THAILAND)&query_place_id=ChIJgck6f5fVHDERONLbtJCdNHI,,,,,,,,,,,,,,,,,,,,0,8.318,gongdan,True,,,,,,7.99,False,,,,,,,,,
ChIJ94GdHnN94jAR7raNQOZ1Pzc,Plant Station ศูนย์เรียนรู้และพัฒนาทางการเกษตร ตลาดโรงเกลือท้ายเกาะ,,,4.6,17.0,+66 89 927 7122,,Agricultural organization,เลขที่ B10-b11ตลาดโรงเกลือ ทางหลวงแผ่นดินหมายเลข. 3111,Sam Khok District,Pathum Thani,https://www.google.com/maps/search/?api=1&query=Plant%20Station%20%E0%B8%A8%E0%B8%B9%E0%B8%99%E0%B8%A2%E0%B9%8C%E0%B9%80%E0%B8%A3%E0%B8%B5%E0%B8%A2%E0%B8%99%E0%B8%A3%E0%B8%B9%E0%B9%89%E0%B9%81%E0%B8%A5%E0%B8%B0%E0%B8%9E%E0%B8%B1%E0%B8%92%E0%B8%99%E0%B8%B2%E0%B8%97%E0%B8%B2%E0%B8%87%E0%B8%81%E0%B8%B2%E0%B8%A3%E0%B9%80%E0%B8%81%E0%B8%A9%E0%B8%95%E0%B8%A3%20%E0%B8%95%E0%B8%A5%E0%B8%B2%E0%B8%94%E0%B9%82%E0%B8%A3%E0%B8%87%E0%B9%80%E0%B8%81%E0%B8%A5%E0%B8%B7%E0%B8%AD%E0%B8%97%E0%B9%89%E0%B8%B2%E0%B8%A2%E0%B9%80%E0%B8%81%E0%B8%B2%E0%B8%B0&query_place_id=ChIJ94GdHnN94jAR7raNQOZ1Pzc,,,,,,,,,,,,,,,,,,,,0,13.296,gongdan,True,,,,,,7.98,False,,,,,,,,,
ChIJY1_SPJR_4jARryxtRWFF2mA,NECTEC Pilot Plant,,,4.6,17.0,,,Research institute,โรงงานต้นแบบผลิตเซลล์แสงอาทิตย์,Khlong Luang District,Pathum Thani,https://www.google.com/maps/search/?api=1&query=NECTEC%20Pilot%20Plant&query_place_id=ChIJY1_SPJR_4jARryxtRWFF2mA,,,,,,,,,,,,,,,,,,,,0,13.296,gongdan,True,,,,,,7.98,False,,,,,,,,,
ChIJJZz4UdPHAjERwSasXyCaZAQ,"Yanagisawa Precision (Thailand) Co., Ltd",,,4.5,2.0,+66 38 347 306,http://kk-yanagisawa.com/,Machining manufacturer,"150/71 Pinthong Industrial Estate 2, Nongkham Sriracha",Si Racha District,Chon Buri,https://www.google.com/maps/search/?api=1&query=Yanagisawa%20Precision%20(Thailand)%20Co.%2C%20Ltd&query_place_id=ChIJJZz4UdPHAjERwSasXyCaZAQ,,,,,,,,,,,,,,,,,,,unknown_en,0,4.944,gongdan,True,,,,,unknown-en,7.97,False,,,,,,,,,
ChIJ49M16zG3AjERX960PvCNw8I,"Oceancash (Thailand) Co., Ltd.",,,4.5,2.0,+66 38 110 000,http://www.oceancash.com/,Manufacturer,"WHA Eastern Seaboard Industrial Estate 2, 890/51",Si Racha District,Chon Buri,https://www.google.com/maps/search/?api=1&query=Oceancash%20(Thailand)%20Co.%2C%20Ltd.&query_place_id=ChIJ49M16zG3AjERX960PvCNw8I,,,,,,,,,,,,,,,,,,,unknown_en,0,4.944,gongdan,True,,,,,unknown-en,7.97,False,,,,,,,,,
ChIJ3Yg1Wp9EHTER4FcCPKO4cA8,DD Mini Factory,,,3.6,9.0,+66 2 383 5025,,Warehouse,Unnamed Road,Bang Sao Thong District,Samut Prakan,https://www.google.com/maps/search/?api=1&query=DD%20Mini%20Factory&query_place_id=ChIJ3Yg1Wp9EHTER4FcCPKO4cA8,,,,,,,,,,,,,,,,,,,,0,8.289,gongdan,True,,,,,,7.97,False,,,,,,,,,
